A836,Doença pelo vírus de Rocio
A838,Outras encefalites por vírus transmitidas por mosquitos
A839,Encefalite não especificada por vírus transmitida por mosquitos
A840,Encefalite da taiga [encefalite vernoestival russa]
A841,Encefalite da Europa Central transmitida por carrapatos
A848,Outras encefalites por vírus transmitidas por carrapatos
A849,Encefalite não especificada por vírus transmitida por carrapatos
A850,Encefalite por enterovírus
A851,Encefalite por adenovírus
A852,Encefalite por vírus transmitido por artrópodes
A858,Outras encefalites virais especificadas
A86,Encefalite viral
A870,Meningite por enterovírus
A871,Meningite por adenovírus
A872,Coriomeningite linfocitária
A878,Outras meningites virais
A879,Meningite viral não especificada
A880,Febre exantemática por enterovírus [exantema de Boston]
A881,Vertigem epidêmica
A888,Outras infecções virais especificadas do sistema nervoso central
A89,Infecções virais não especificadas do sistema nervoso central
A90,Dengue [dengue clássico]
A91,Febre hemorrágica devida ao vírus do dengue
A920,Febre de Chikungunya
A921,Febre de O'nyong-nyong
A922,Febre eqüina venezuelana
A923,Infecção pelo vírus West Nile
A924,Febre do vale do Rift
A928,Outras febres virais especificadas transmitidas por mosquitos
A929,Febre viral transmitida por mosquitos
A930,Febre de Oropouche
A931,Febre por flebótomos
A932,Febre do Colorado transmitida por carrapatos
A938,Outras febres virais especificadas transmitidas por artrópodes
A94,Febre viral transmitida por artrópodes
A950,Febre amarela silvestre
A951,Febre amarela urbana
A959,Febre amarela não especificada
A960,Febre hemorrágica de Junin
A961,Febre hemorrágica de Machupo
A962,Febre de Lassa
A968,Outras febres hemorrágicas por arenavírus
A969,Febre hemorrágica por arenavírus
A980,Febre hemorrágica da Criméia (do Congo)
A981,Febre hemorrágica de Omsk
A982,Doença da floresta de Kyasanur
A983,Doença de Marburg
A984,Doença pelo vírus Ebola
A985,Febre hemorrágica com síndrome renal
A988,Outras febres hemorrágicas especificadas por vírus
A99,Febres hemorrágicas virais não especificadas
B000,Eczema herpético
B001,Dermatite vesicular devido ao vírus do herpes
B002,Gengivoestomatite e faringoamigdalite devida ao vírus do herpes
B003,Meningite devida ao vírus do herpes
B004,Encefalite devida ao vírus do herpes
B005,Afecções oculares devidas ao vírus do herpes
B007,Doença disseminada devida ao vírus do herpes
B008,Outras formas de infecção devida ao vírus do herpes
B009,Infecção não especificada devida ao vírus do herpes
B010,Meningite por varicela
B011,Encefalite por varicela
B012,Pneumopatia varicelosa
B018,Varicela com outras complicações
B019,Varicela sem complicação
B020,Encefalite pelo vírus do herpes zoster
B021,Meningite pelo vírus do herpes zoster
B022,Herpes zoster acompanhado de outras manifestações neurológicas
B023,Herpes zoster oftálmico
B027,Herpes zoster disseminado
B028,Herpes zoster com outras complicações
B029,Herpes zoster sem complicação
B03,Varíola
B04,Varíola dos macacos [Monkeypox]
B050,Sarampo complicado por encefalite
B051,Sarampo complicado por meningite
B052,Sarampo complicado por pneumonia
B053,Sarampo complicado por otite média
B054,Sarampo com complicações intestinais
B058,Sarampo com outras complicações
B059,Sarampo sem complicação
B060,Rubéola com complicações neurológicas
B068,Rubéola com outras complicações
B069,Rubéola sem complicação
B07,Verrugas de origem viral
B080,Outras infecções por ortopoxvírus
B081,Molusco contagioso
B082,Exantema súbito [sexta doença]
B083,Eritema infeccioso [quinta doença]
B084,Estomatite vesicular devida a enterovírus com exantema
B085,Faringite vesicular devida a enterovírus
B088,Outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas
B09,Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas
B150,Hepatite A com coma hepático
B159,Hepatite A sem coma hepático
B160,Hepatite aguda B com agente Delta (co-infecção)
B161,Hepatite aguda B com agente Delta
B162,Hepatite aguda B sem agente Delta
B169,Hepatite aguda B sem agente Delta e sem coma hepático
B170,(Super)infecção Delta aguda de portador de hepatite B
B171,Hepatite aguda C
B172,Hepatite aguda E
B178,Outras hepatites virais agudas especificadas
B180,Hepatite viral crônica B com agente Delta
B181,Hepatite crônica viral B sem agente Delta
B182,Hepatite viral crônica C
B188,Outras hepatites crônicas virais
B189,Hepatite viral crônica não especificada
B190,Hepatite viral
B199,Hepatite viral
B200,Doença pelo HIV resultando em infecções micobacterianas
B201,Doença pelo HIV resultando em outras infecções bacterianas
B202,Doença pelo HIV resultando em doença citomegálica
B203,Doença pelo HIV resultando em outras infecções virais
B204,Doença pelo HIV resultando em candidíase
B205,Doença pelo HIV resultando em outras micoses
B206,Doença pelo HIV resultando em pneumonia por Pneumocystis jirovecii
B207,Doença pelo HIV resultando em infecções múltiplas
B208,Doença pelo HIV resultando em outras doenças infecciosas e parasitárias
B209,Doença pelo HIV resultando em doença infecciosa ou parasitária não especificada
B210,Doença pelo HIV resultando em sarcoma de Kaposi
B211,Doença pelo HIV resultando em linfoma de Burkitt
B212,Doença pelo HIV resultando em outros tipos de linfoma não-Hodgkin
B213,Doença pelo HIV resultando em outras neoplasias malignas dos tecidos linfático
B217,Doença pelo HIV resultando em múltiplas neoplasias malignas
B218,Doença pelo HIV resultando em outras neoplasias malignas
B219,Doença pelo HIV resultando em neoplasia maligna não especificada
B220,Doença pelo HIV resultando em encefalopatia
B221,Doença pelo HIV resultando em pneumonite intersticial linfática
B222,Doença pelo HIV resultando em síndrome de emaciação
B227,Doença pelo HIV resultando em doenças múltiplas classificadas em outra parte
B230,Síndrome de infecção aguda pelo HIV
B231,Doença pelo HIV resultando em linfadenopatias generalizadas (persistentes)
B232,Doença pelo HIV resultando em anomalias hematológicas e imunológicas não classificadas em outra parte
B238,Doença pelo HIV resultando em outra afecções especificadas
B24,Doença pelo vírus da imunodeficiência humana [HIV] não especificada
B250,Pneumonite por citomegalovírus
B251,Hepatite por citomegalovírus
B252,Pancreatite por citomegalovírus
B258,Outras doenças por citomegalovírus
B259,Doença não especificada por citomegalovírus
B260,Orquite por caxumba [parotidite epidêmica]
B261,Meningite por caxumba [parotidite epidêmica]
B262,Encefalite por caxumba [parotidite epidêmica]
B263,Pancreatite por caxumba [parotidite epidêmica]
B268,Caxumba [parotidite epidêmica] com outras complicações
B269,Caxumba [parotidite epidêmica] sem complicações
B270,Mononucleose pelo vírus herpes gama
B271,Mononucleose por citomegalovírus
B278,Outras mononucleoses infecciosas
B279,Mononucleose infecciosa não especificada
B300,Ceratoconjuntivite devida a adenovírus
B301,Conjuntivite devida a adenovírus
B302,Faringoconjuntivite viral
B303,Conjuntivite hemorrágica aguda endêmica (por enterovírus)
B308,Outras conjuntivites virais
B309,Conjuntivite viral não especificada
B330,Mialgia epidêmica
B331,Doença de Ross River
B332,Cardite viral
B333,Infecção por retrovírus não classificada em outra parte
B334,Síndrome (cardio-)pulmonar por Hantavírus [SPH] [SCPH]
B338,Outras doenças especificadas por vírus
B340,Infecção por adenovírus de localização não especificada
B341,Infecção por enterovírus de localização não especificada
B342,Infecção por coronavírus de localização não especificada
B343,Infecção por parvovírus de localização não especificada
B344,Infecção por papovavírus de localização não especificada
B348,Outras infecções por vírus de localização não especificada
B349,Infecção viral não especificada
B350,Tinha da barba e do couro cabeludo
B351,Tinha das unhas
B352,Tinha da mão
B353,Tinha dos pés
B354,Tinha do corpo
B355,Tinha imbricada
B356,Tinea cruris
B358,Outras dermatofitoses
B359,Dermatofitose não especificada
B360,Pitiríase versicolor
B361,Tinha negra
B362,Piedra branca
B363,Piedra negra
B368,Outras micoses superficiais especificadas
B369,Micose superficial não especificada
B370,Estomatite por Candida
B371,Candidíase pulmonar
B372,Candidíase da pele e das unhas
B373,Candidíase da vulva e da vagina
B374,Candidíase de outras localizações urogenitais
B375,Meningite por Candida
B376,Endocardite por Candida
B377,Septicemia por Candida
B378,Candidíase de outras localizações
B379,Candidíase não especificada
B380,Coccidioidomicose pulmonar aguda
B381,Coccidioidomicose pulmonar crônica
B382,Coccidioidomicose pulmonar não especificada
B383,Coccidioidomicose cutânea
B384,Meningite por coccidioidomicose
B387,Coccidioidomicose disseminada
B388,Outras formas de coccidioidomicose
B389,Coccidioidomicose não especificada
B390,Histoplasmose pulmonar aguda por Histoplasma capsulatum
B391,Histoplasmose pulmonar crônica por Histoplasma capsulatum
B392,Histoplasmose pulmonar não especificada por Histoplasma capsulatum
B393,Histoplasmose disseminada por Histoplasma capsulatum
B394,Histoplasmose não especificada por Histoplasma capsulatum
B395,Histoplasmose por Histoplasma duboisii
B399,Histoplasmose não especificada
B400,Blastomicose pulmonar aguda
B401,Blastomicose pulmonar crônica
B402,Blastomicose pulmonar não especificada
B403,Blastomicose cutânea
B407,Blastomicose disseminada
B408,Outras formas de blastomicose
B409,Blastomicose não especificada
B410,Paracoccidioidomicose pulmonar
B417,Paracoccidioidomicose disseminada
B418,Outras formas de paracoccidioidomicose
B419,Paracoccidioidomicose não especificada
B420,Esporotricose pulmonar
B421,Esporotricose linfocutânea
B427,Esporotricose disseminada
B428,Outras formas de esporotricose
B429,Esporotricose não especificada
B430,Cromomicose cutânea
B431,Abscesso cerebral feomicótico
B432,Abscesso e cisto feomicótico subcutâneos
B438,Outras formas de cromomicose
B439,Cromomicose não especificada
B440,Aspergilose pulmonar invasiva
B441,Outras aspergiloses pulmonares
B442,Aspergilose amigdaliana
B447,Aspergilose disseminada
B448,Outras formas de aspergilose
B449,Aspergilose não especificada
B450,Criptococose pulmonar
B451,Criptococose cerebral
B452,Criptococose cutânea
B453,Criptococose óssea
B457,Criptococose disseminada
B458,Outras formas de criptococose
B459,Criptococose não especificada
B460,Mucormicose pulmonar
B461,Mucormicose rinocerebral
B462,Mucormicose gastrointestinal
B463,Mucormicose cutânea
B464,Mucormicose disseminada
B465,Mucormicose não especificada
B468,Outras zigomicoses
B469,Zigomicose não especificada
B470,Eumicetoma
B471,Actinomicetoma
B479,Micetoma não especificado
B480,Lobomicose
B481,Rinosporidiose
B482,Alesqueriose
B483,Geotricose
B484,Penicilose
B487,Micoses oportunistas
B488,Outras micoses especificadas
B49,Micose não especificada
B500,Malária por Plasmodium falciparum com complicações cerebrais
B508,Outras formas graves e complicadas de malária por Plasmodium falciparum
B509,Malária não especificada por Plasmodium falciparum
B510,Malária por Plasmodium vivax com rotura do baço
B518,Malária por Plasmodium vivax com outras complicações
B519,Malária por Plasmodium vivax sem complicações
B520,Malária por Plasmodium malariae com nefropatia
B528,Malária por Plasmodium malariae com outras complicações
B529,Malária por Plasmodium malariae sem complicações
B530,Malária por Plasmodium ovale
B531,Malária por plasmódios de macacos
B538,Outras formas de malárias com confirmação parasitológica
B54,Malária não especificada
B550,Leishmaniose visceral
B551,Leishmaniose cutânea
B552,Leishmaniose cutâneo-mucosa
B559,Leishmaniose não especificada
B560,Tripanossomíase por Trypanosoma gambiense
B561,Tripanossomíase por Trypanosoma rhodesiense
B569,Tripanossomíase africana não especificada
B570,Forma aguda da doença de Chagas
B571,Forma aguda da doença de Chagas
B572,Doença de Chagas (crônica) com comprometimento cardíaco
B573,Doença de Chagas (crônica) com comprometimento do aparelho digestivo
B574,Doença de Chagas (crônica) com comprometimento do sistema nervoso
B575,Doença de Chagas (crônica) com comprometimento de outros órgãos
B580,Oculopatia por Toxoplasma
B581,Hepatite por Toxoplasma
B582,Meningoencefalite por Toxoplasma
B583,Toxoplasmose pulmonar
B588,Toxoplasmose com comprometimento de outros órgãos
B589,Toxoplasmose não especificada
B59,Pneumocistose
B600,Babesiose
B601,Acantamebíase
B602,Naegleríase
B608,Outras doenças especificadas devidas a protozoários
B64,Doença não especificada devida a protozoários
B650,Esquistossomose devida ao Schistosoma haematobium [esquistossomose urinária]
B651,Esquistossomose devida ao Schistosoma mansoni [esquistossomose intestinal]
B652,Esquistossomose devida ao Schistosoma japonicum
B653,Dermatite por cercárias
B658,Outras esquistossomoses
B659,Esquistossomose não especificada
B660,Opistorquíase
B661,Clonorquíase
B662,Dicrocelíase
B663,Fasciolíase
B664,Paragonimíase
B665,Fasciolopsíase
B668,Outras infestações por trematódeos especificados
B669,Infecção não especificada por trematódeo
B670,Infestação hepática por Echinococcus granulosus
B671,Infestação pulmonar por Echinococcus granulosus
B672,Infestação óssea por Echinococcus granulosus
B673,Infestações por Echinmococcus granulosus
B674,Infestação não especificada por Echinococcus granulosus
B675,Infestação hepática por Echinococcus multilocularis
B676,Infecções por Echinococcus multilocularis
B677,Infestação não especificada por Echinococcus multilocularis
B678,Infestação hepática não especificada
B679,Infestações por Echinococcus
B680,Infestação por Taenia solium
B681,Infestação por Taenia saginata
B689,Infestação não especificada por Taenia
B690,Cisticercose do sistema nervoso central
B691,Cisticercose do olho
B698,Cisticercose de outras localizações
B699,Cisticercose não especificada
B700,Difilobotríase
B701,Esparganose
B710,Infestação por Hymenolepis
B711,Infestação por Dipylidium
B718,Outras infestações especificadas por cestóides
B719,Infestação não especificada por cestóides
B72,Dracontíase
B73,Oncocercose
B740,Filariose por Wuchereria bancrofti
B741,Filariose por Brugia malayi
B742,Filariose por Brugia timori
B743,Loaíase
B744,Mansonelose
B748,Outras filarioses
B749,Filariose não especificada
B75,Triquinose
B760,Ancilostomose
B761,Necatoríase
B768,Outras ancilostomíases
B769,Ancilostomíase não especificada
B770,Ascaridíase com complicações intestinais
B778,Ascaridíase com outras complicações
B779,Ascaridíase não especificada
B780,Estrongiloidíase intestinal
B781,Estrongiloidíase cutânea
B787,Estrongiloidíase disseminada
B789,Estrongiloidíase não especificada
B79,Tricuríase
B80,Oxiuríase
B810,Anisaquíase
B811,Capilaríase intestinal
B812,Tricostrongilose
B813,Angiostrongilíase intestinal
B814,Helmintíases intestinais mistas
B818,Outras helmintíases intestinais especificadas
B820,Helmintíase intestinal não especificada
B829,Parasitose intestinal não especificada
B830,Larva migrans visceral
B831,Gnatostomíase
B832,Angrostrongilíase devida a Parastrongylus cantonensis
B833,Singamose
B834,Hirudiníase interna
B838,Outras helmintíases especificadas
B839,Helmintíase não especificada
B850,Pediculose devida a Pediculus humanus capitis
B851,Pediculose devida a Pediculus humanus corporis
B852,Pediculose não especificada
B853,Ftiríase
B854,Pediculose e ftiríase mista
B86,Escabiose [sarna]
B870,Miíase cutânea
B871,Miíase das feridas
B872,Miíase ocular
B873,Miíase nasofaríngea
B874,Miíase auricular
B878,Miíase de outras localizações
B879,Miíase não especificada
B880,Outras acaríases
B881,Tungíase [infestação pela pulga da areia]
B882,Outras infestações por artrópodos
B883,Hirudiníase externa
B888,Outras infestações especificadas
B889,Infestação não especificada
B89,Doença parasitária não especificada
B900,Seqüelas de tuberculose do sistema nervoso central
B901,Seqüelas de tuberculose geniturinária
B902,Seqüelas de tuberculose óssea e das articulações
B908,Seqüelas de tuberculose de outros órgãos
B909,Seqüelas de tuberculose das vias respiratórias e de órgãos não especificados
B91,Seqüelas de poliomielite
B92,Seqüelas de hanseníase [lepra]
B940,Seqüelas de tracoma
B941,Seqüelas de encefalite viral
B942,Seqüelas de hepatite viral
B948,Seqüelas de outras doenças infecciosas e parasitárias especificadas
B949,Seqüelas de doença infecciosa ou parasitária não especificada
B950,Estreptococo do grupo A
B951,Estreptococo do grupo B
B952,Estreptococo do grupo D
B953,Streptococcus pneumoniae
B954,Outros estreptococos
B955,Estreptococo não especificado
B956,Staphylococcus aureus
B957,Outros estafilococos como causa de doenças classificadas em outros capítulos
B958,Estafilococo não especificado
B960,Mycoplasma pneumoniae [M. pneumoniae]
B961,Klebsiella pneumoniae [M. pneumoniae]
B962,Escherichia coli [E. Coli]
B963,Haemophilus influenzae [H. influenzae]
B964,Proteus (mirabilis) (morganii)
B965,Pseudomonas (aeruginosa) (mallei) (pseudomallei)
B966,Bacillus fragilis [B. fragilis]
B967,Clostridium perfringens [C. perfringens]
B968,Outros agentes bacterianos especificados
B970,Adenovírus
B971,Enterovírus
B972,Coronavírus
B973,Retrovírus
B974,Vírus sincicial respiratório
B975,Reovírus
B976,Parvovírus
B977,Papilomavírus
B978,Outros agentes virais
B99,Doenças infecciosas
C000,Neoplasia maligna do lábio superior externo
C001,Neoplasia maligna do lábio inferior externo
