Tuberculose pulmonar,A152
Tuberculose pulmonar,A153
Tuberculose dos gânglios intratorácicos,A154
Tuberculose da laringe,A155
Pleuris tuberculoso,A156
Tuberculose primária das vias respiratórias,A157
Outras formas de tuberculose das vias respiratórias,A158
Tuberculose não especificada das vias respiratórias,A159
Tuberculose pulmonar com exames bacteriológico e histológico negativos,A160
Tuberculose pulmonar,A161
Tuberculose pulmonar,A162
Tuberculose dos gânglios intratorácicos,A163
Tuberculose da laringe,A164
Pleurisia tuberculosa,A165
Tuberculosa respiratória primária sem menção de confirmação bacteriológica ou histológica,A167
Outras formas de tuberculose das vias respiratórias,A168
Tuberculose respiratória,A169
Meningite tuberculosa,A170
Tuberculoma meníngeo,A171
Outras tuberculoses do sistema nervoso,A178
Tuberculose não especificada do sistema nervoso,A179
Tuberculose óssea e das articulações,A180
Tuberculose do aparelho geniturinário,A181
Linfadenopatia tuberculosa periférica,A182
Tuberculose do intestino,A183
Tuberculose de pele e do tecido celular subcutâneo,A184
Tuberculose do olho,A185
Tuberculose do ouvido,A186
Tuberculose das supra-renais,A187
Tuberculose de outros órgãos especificados,A188
Tuberculose miliar aguda de localização única e especificada,A190
Tuberculose miliar aguda de múltiplas localizações,A191
Tuberculose miliar aguda não especificada,A192
Outras tuberculoses miliares,A198
Tuberculose miliar não especificada,A199
Peste bubônica,A200
Peste celulocutânea,A201
Peste pneumônica,A202
Peste meníngea,A203
Peste septicêmica,A207
Outras formas de peste,A208
Peste,A209
Tularemia ulceroglandular,A210
Tularemia oculoglandular,A211
Tularemia pulmonar,A212
Tularemia gastrointestinal,A213
Tularemia generalizada,A217
Outras formas de tularemia,A218
Tularemia,A219
Carbúnculo cutâneo,A220
Carbúnculo pulmonar,A221
Carbúnculo gastrointestinal,A222
Septicemia carbunculosa,A227
Outras formas de carbúnculo,A228
Carbúnculo,A229
Brucelose por Brucella melitensis,A230
Brucelose por Brucella abortus,A231
Brucelose por Brucella suis,A232
Brucelose por Brucella canis,A233
Outras bruceloses,A238
Brucelose não especificada,A239
Mormo,A240
Melioidose aguda e fulminante,A241
Melioidose subaguda e crônica,A242
Outras melioidoses,A243
Melioidose não especificada,A244
Espirilose,A250
Estreptobacilose,A251
Febre transmitida por mordedura de rato,A259
Erisipelóide cutâneo,A260
Septicemia por Erysipelothrix,A267
Outras formas de erisipelóide,A268
Erisipelóide não especificado,A269
Leptopirose icterohemorrágica,A270
Outras formas de leptospirose,A278
Leptospirose não especificada,A279
Pasteurelose,A280
Doença por arranhadura do gato,A281
Yersiniose extra-intestinal,A282
Outras doenças bacterianas zoonóticas especificadas não classificadas em outra parte,A288
Doença bacteriana zoonótica não especificada,A289
Hanseníase [lepra] indeterminada,A300
Hanseníase [lepra] tuberculóide,A301
Hanseníase [lepra] tuberculóide borderline,A302
Hanseníase [lepra] dimorfa,A303
Hanseníase [lepra] lepromatosa borderline,A304
Hanseníase [lepra] lepromatosa,A305
Outras formas de hanseníase [lepra],A308
Hanseníase [lepra] não especificada,A309
Infecção pulmonar micobacteriana,A310
Infecção cutânea micobacteriana,A311
Outras infecções micobacterianas,A318
Infecção micobacteriana não especificada,A319
Listeriose cutânea,A320
Meningite e meningoencefalite por listéria,A321
Septicemia listeriótica,A327
Outras formas de listeriose,A328
Listeriose não especificada,A329
Tétano do recém-nascido [neonatal],A33
Tétano obstétrico,A34
Outros tipos de tétano,A35
Difteria faríngea,A360
Difteria nasofaríngea,A361
Difteria laríngea,A362
Difteria cutânea,A363
Outras formas de difteria,A368
Difteria não especificada,A369
Coqueluche por Bordetella pertussis,A370
Coqueluche por Bordetella parapertussis,A371
Coqueluche por outras espécies da Bordetella,A378
Coqueluche não especificada,A379
Escarlatina,A38
Meningite meningocócica,A390
Síndrome de Waterhouse-Friderichsen,A391
Meningococcemia aguda,A392
Meningococcemia crônica,A393
Meningococcemia não especificada,A394
Cardite por meningococos,A395
Outras infecções por meningococos,A398
Infecção meningocócica não especificada,A399
Septicemia por Streptococcus do grupo A,A400
Septicemia por Streptococcus do grupo B,A401
Septicemia por Streptococcus do grupo D,A402
Septicemia por Streptococcus pneumonia,A403
Outras septicemias estreptocócicas,A408
Septicemia estreptocócica não especificada,A409
Septicemia por Staphylococcus aureus,A410
Septicemia por outros estafilococos especificados,A411
Septicemia por estafilococos não especificados,A412
Septicemia por Haemophilus influenzae,A413
Septicemia por anaeróbios,A414
Septicemia por outros microorganismos gram-negativos,A415
Outras septicemias especificadas,A418
Septicemia não especificada,A419
Actinomicose pulmonar,A420
Actinomicose abdominal,A421
Actinomicose cervicofacial,A422
Septicemia actinomicótica,A427
Outras formas de actinomicose,A428
Actinomicose não especificada,A429
Nocardiose pulmonar,A430
Nocardiose cutânea,A431
Outras formas de nocardiose,A438
Nocardiose não especificada,A439
Bartonelose sistêmica,A440
Bartonelose cutânea e cutâneo-mucosa,A441
Outras formas de bartonelose,A448
Bartonelose não especificada,A449
Erisipela,A46
Gangrena gasosa,A480
Doença dos legionários,A481
Doença dos legionários não-pneumônica [febre de Pontiac],A482
Síndrome do choque tóxico,A483
Febre purpúrica do Brasil,A484
Outras doenças bacterianas especificadas,A488
Infecção estafilocócica de localização não especificada,A490
Infecção estreptocócica de localização não especificada,A491
Infecção por Haemophilus influenzae de localização não especificada,A492
Infecção por Mycoplasma de localização não especificada,A493
Outras infecções bacterianas de localização não especificada,A498
Infecção bacteriana não especificada,A499
Sífilis congênita precoce sintomática,A500
Sífilis congênita precoce,A501
Sífilis congênita precoce não especificada,A502
Oculopatia sifilítica congênita tardia,A503
Neurossífilis congênita tardia [neurossífilis juvenil],A504
Outras formas tardias e sintomáticas da sífilis congênita,A505
Sífilis congênita tardia latente,A506
Sífilis congênita tardia não especificada,A507
Sífilis congênita não especificada,A509
Sífilis genital primária,A510
Sífilis anal primária,A511
Sífilis primária de outras localizações,A512
Sífilis secundária da pele e das mucosas,A513
Outras formas de sífilis secundária,A514
Sífilis precoce latente,A515
Sífilis precoce não especificada,A519
Sífilis cardiovascular,A520
Neurossífilis sintomática,A521
Neurossífilis assintomática,A522
Neurossífilis não especificada,A523
Outras formas de sífilis tardia sintomática,A527
Sífilis tardia latente,A528
Sífilis tardia não especificada,A529
Sífilis latente,A530
Sífilis não especificada,A539
Infecção gonocócica do trato geniturinário inferior,A540
Infecção gonocócica do trato geniturinário inferior,A541
Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas,A542
Infecção gonocócica do olho,A543
Infecção gonocócica do sistema músculo-esquelético,A544
Faringite gonocócica,A545
Infecção gonocócica do ânus ou do reto,A546
Outras infecções gonocócicas,A548
Infecção gonocócica não especificada,A549
Linfogranuloma (venéreo) por clamídia,A55
Infecções por clamídias do trato geniturinário inferior,A560
Infecção por clamídias,A561
Infecção por clamídias do trato geniturinário,A562
Infecção do ânus e do reto por clamídias,A563
Infecção da faringe por clamídias,A564
Infecção por clamídias transmitida por via sexual,A568
Cancro mole,A57
Granuloma inguinal,A58
Tricomoníase urogenital,A590
Outras localizações de tricomoníase,A598
Tricomoníase não especificada,A599
Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes,A600
Infecção da margem cutânea do ânus e do reto pelo vírus do herpes,A601
Infecção anogenital não especificada pelo vírus do herpes,A609
Verrugas anogenitais (venéreas),A630
Outras doenças especificadas de transmissão predominantemente sexual,A638
Doenças sexualmente transmitidas,A64
Sífilis não-venérea,A65
Lesões iniciais da bouba,A660
Papilomas múltiplos e bouba plantar úmida (cravo de bouba),A661
Outras lesões cutâneas precoces da bouba,A662
Hiperceratose devida a bouba,A663
Gomas e úlceras devidas à bouba,A664
Gangosa,A665
Lesões osteoarticulares devidas à bouba,A666
Outras manifestações da bouba,A667
Bouba latente,A668
Bouba não especificada,A669
Lesões primárias da pinta,A670
Lesões intermediárias da pinta,A671
Lesões tardias da pinta,A672
Lesões mistas da pinta,A673
Pinta não especificada,A679
Febre recorrente transmitida por piolhos,A680
Febre recorrente transmitida por carrapatos,A681
Febre recorrente não especificada,A689
Estomatite ulcerativa necrotizante,A690
Outras infecções de Vincent,A691
Doença de Lyme,A692
Outras infecções especificadas por espiroquetas,A698
Infecção por espiroqueta,A699
Infecções causadas por Clamídia psittaci,A70
Fase inicial do tracoma,A710
Fase ativa do tracoma,A711
Tracoma não especificado,A719
Conjuntivite causada por clamídias,A740
Outras doenças causadas por clamídias,A748
Infecção causada por clamídias não especificada,A749
Tifo epidêmico transmitido por piolhos devido a Rickettsia prowazekii,A750
Tifo recrudescente [doença de Brill],A751
Tifo por Rickettsia typhi,A752
Tifo por Rickettsia tsutsugamuchi,A753
Tifo não especificado,A759
Febre maculosa por Rickettsia richettsii,A770
Febre maculosa por Rickettsia conorii,A771
Febre maculosa devida à Rickettsia siberica,A772
Febre maculosa devida à Rickettsia australis,A773
Outras febres maculosas,A778
Febre maculosa não especificada,A779
Febre Q,A78
Febre das trincheiras,A790
Rickettsiose variceliforme devida à Rickettsia akari,A791
Outros tipos de rickettsioses especificadas,A798
Rickettsiose não especificada,A799
Poliomielite paralítica aguda,A800
Poliomielite paralítica aguda,A801
Poliomielite paralítica aguda,A802
Poliomielites paralíticas agudas,A803
Poliomielite aguda não-paralítica,A804
Poliomielite aguda não especificada,A809
Doença de Creutzfeldt-Jakob,A810
Panencefalite esclerosante subaguda,A811
Leucoencefalopatia multifocal progressiva,A812
Outras infecções por vírus atípicos do sistema nervoso central,A818
Infecção não especificada do sistema nervosos central por vírus atípicos,A819
Raiva silvestre,A820
Raiva urbana,A821
Raiva não especificada,A829
Encefalite japonesa,A830
Encefalite eqüina ocidental,A831
Encefalite eqüina oriental,A832
Encefalite de St. Louis,A833
Encefalite australiana,A834
Encefalite da Califórnia,A835
Doença pelo vírus de Rocio,A836
Outras encefalites por vírus transmitidas por mosquitos,A838
Encefalite não especificada por vírus transmitida por mosquitos,A839
Encefalite da taiga [encefalite vernoestival russa],A840
Encefalite da Europa Central transmitida por carrapatos,A841
Outras encefalites por vírus transmitidas por carrapatos,A848
Encefalite não especificada por vírus transmitida por carrapatos,A849
Encefalite por enterovírus,A850
Encefalite por adenovírus,A851
Encefalite por vírus transmitido por artrópodes,A852
Outras encefalites virais especificadas,A858
Encefalite viral,A86
Meningite por enterovírus,A870
Meningite por adenovírus,A871
Coriomeningite linfocitária,A872
Outras meningites virais,A878
Meningite viral não especificada,A879
Febre exantemática por enterovírus [exantema de Boston],A880
Vertigem epidêmica,A881
Outras infecções virais especificadas do sistema nervoso central,A888
Infecções virais não especificadas do sistema nervoso central,A89
Dengue [dengue clássico],A90
Febre hemorrágica devida ao vírus do dengue,A91
Febre de Chikungunya,A920
Febre de O'nyong-nyong,A921
Febre eqüina venezuelana,A922
Infecção pelo vírus West Nile,A923
Febre do vale do Rift,A924
Outras febres virais especificadas transmitidas por mosquitos,A928
Febre viral transmitida por mosquitos,A929
Febre de Oropouche,A930
Febre por flebótomos,A931
Febre do Colorado transmitida por carrapatos,A932
Outras febres virais especificadas transmitidas por artrópodes,A938
Febre viral transmitida por artrópodes,A94
Febre amarela silvestre,A950
Febre amarela urbana,A951
Febre amarela não especificada,A959
Febre hemorrágica de Junin,A960
Febre hemorrágica de Machupo,A961
Febre de Lassa,A962
Outras febres hemorrágicas por arenavírus,A968
Febre hemorrágica por arenavírus,A969
Febre hemorrágica da Criméia (do Congo),A980
Febre hemorrágica de Omsk,A981
Doença da floresta de Kyasanur,A982
Doença de Marburg,A983
Doença pelo vírus Ebola,A984
Febre hemorrágica com síndrome renal,A985
Outras febres hemorrágicas especificadas por vírus,A988
Febres hemorrágicas virais não especificadas,A99
Eczema herpético,B000
Dermatite vesicular devido ao vírus do herpes,B001
Gengivoestomatite e faringoamigdalite devida ao vírus do herpes,B002
Meningite devida ao vírus do herpes,B003
Encefalite devida ao vírus do herpes,B004
Afecções oculares devidas ao vírus do herpes,B005
Doença disseminada devida ao vírus do herpes,B007
Outras formas de infecção devida ao vírus do herpes,B008
Infecção não especificada devida ao vírus do herpes,B009
Meningite por varicela,B010
Encefalite por varicela,B011
Pneumopatia varicelosa,B012
Varicela com outras complicações,B018
Varicela sem complicação,B019
Encefalite pelo vírus do herpes zoster,B020
Meningite pelo vírus do herpes zoster,B021
Herpes zoster acompanhado de outras manifestações neurológicas,B022
Herpes zoster oftálmico,B023
Herpes zoster disseminado,B027
Herpes zoster com outras complicações,B028
Herpes zoster sem complicação,B029
Varíola,B03
Varíola dos macacos [Monkeypox],B04
Sarampo complicado por encefalite,B050
Sarampo complicado por meningite,B051
Sarampo complicado por pneumonia,B052
Sarampo complicado por otite média,B053
Sarampo com complicações intestinais,B054
Sarampo com outras complicações,B058
Sarampo sem complicação,B059
Rubéola com complicações neurológicas,B060
Rubéola com outras complicações,B068
Rubéola sem complicação,B069
Verrugas de origem viral,B07
Outras infecções por ortopoxvírus,B080
Molusco contagioso,B081
Exantema súbito [sexta doença],B082
Eritema infeccioso [quinta doença],B083
Estomatite vesicular devida a enterovírus com exantema,B084
Faringite vesicular devida a enterovírus,B085
Outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas,B088
Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas,B09
Hepatite A com coma hepático,B150
Hepatite A sem coma hepático,B159
Hepatite aguda B com agente Delta (co-infecção),B160
Hepatite aguda B com agente Delta,B161
Hepatite aguda B sem agente Delta,B162
Hepatite aguda B sem agente Delta e sem coma hepático,B169
(Super)infecção Delta aguda de portador de hepatite B,B170
Hepatite aguda C,B171
Hepatite aguda E,B172
Outras hepatites virais agudas especificadas,B178
Hepatite viral crônica B com agente Delta,B180
Hepatite crônica viral B sem agente Delta,B181
Hepatite viral crônica C,B182
Outras hepatites crônicas virais,B188
Hepatite viral crônica não especificada,B189
Hepatite viral,B190
Hepatite viral,B199
Doença pelo HIV resultando em infecções micobacterianas,B200
Doença pelo HIV resultando em outras infecções bacterianas,B201
Doença pelo HIV resultando em doença citomegálica,B202
Doença pelo HIV resultando em outras infecções virais,B203
Doença pelo HIV resultando em candidíase,B204
Doença pelo HIV resultando em outras micoses,B205
Doença pelo HIV resultando em pneumonia por Pneumocystis jirovecii,B206
Doença pelo HIV resultando em infecções múltiplas,B207
Doença pelo HIV resultando em outras doenças infecciosas e parasitárias,B208
Doença pelo HIV resultando em doença infecciosa ou parasitária não especificada,B209
Doença pelo HIV resultando em sarcoma de Kaposi,B210
Doença pelo HIV resultando em linfoma de Burkitt,B211
Doença pelo HIV resultando em outros tipos de linfoma não-Hodgkin,B212
Doença pelo HIV resultando em outras neoplasias malignas dos tecidos linfático,B213
Doença pelo HIV resultando em múltiplas neoplasias malignas,B217
Doença pelo HIV resultando em outras neoplasias malignas,B218
Doença pelo HIV resultando em neoplasia maligna não especificada,B219
Doença pelo HIV resultando em encefalopatia,B220
Doença pelo HIV resultando em pneumonite intersticial linfática,B221
Doença pelo HIV resultando em síndrome de emaciação,B222
Doença pelo HIV resultando em doenças múltiplas classificadas em outra parte,B227
Síndrome de infecção aguda pelo HIV,B230
Doença pelo HIV resultando em linfadenopatias generalizadas (persistentes),B231
Doença pelo HIV resultando em anomalias hematológicas e imunológicas não classificadas em outra parte,B232
Doença pelo HIV resultando em outra afecções especificadas,B238
Doença pelo vírus da imunodeficiência humana [HIV] não especificada,B24
Pneumonite por citomegalovírus,B250
Hepatite por citomegalovírus,B251
Pancreatite por citomegalovírus,B252
Outras doenças por citomegalovírus,B258
Doença não especificada por citomegalovírus,B259
Orquite por caxumba [parotidite epidêmica],B260
Meningite por caxumba [parotidite epidêmica],B261
Encefalite por caxumba [parotidite epidêmica],B262
Pancreatite por caxumba [parotidite epidêmica],B263
Caxumba [parotidite epidêmica] com outras complicações,B268
Caxumba [parotidite epidêmica] sem complicações,B269
Mononucleose pelo vírus herpes gama,B270
Mononucleose por citomegalovírus,B271
Outras mononucleoses infecciosas,B278
Mononucleose infecciosa não especificada,B279
Ceratoconjuntivite devida a adenovírus,B300
Conjuntivite devida a adenovírus,B301
Faringoconjuntivite viral,B302
Conjuntivite hemorrágica aguda endêmica (por enterovírus),B303
Outras conjuntivites virais,B308
Conjuntivite viral não especificada,B309
Mialgia epidêmica,B330
Doença de Ross River,B331
Cardite viral,B332
Infecção por retrovírus não classificada em outra parte,B333
Síndrome (cardio-)pulmonar por Hantavírus [SPH] [SCPH],B334
Outras doenças especificadas por vírus,B338
Infecção por adenovírus de localização não especificada,B340
Infecção por enterovírus de localização não especificada,B341
Infecção por coronavírus de localização não especificada,B342
Infecção por parvovírus de localização não especificada,B343
Infecção por papovavírus de localização não especificada,B344
Outras infecções por vírus de localização não especificada,B348
Infecção viral não especificada,B349
Tinha da barba e do couro cabeludo,B350
Tinha das unhas,B351
Tinha da mão,B352
Tinha dos pés,B353
Tinha do corpo,B354
Tinha imbricada,B355
Tinea cruris,B356
Outras dermatofitoses,B358
Dermatofitose não especificada,B359
Pitiríase versicolor,B360
Tinha negra,B361
Piedra branca,B362
Piedra negra,B363
Outras micoses superficiais especificadas,B368
Micose superficial não especificada,B369
Estomatite por Candida,B370
Candidíase pulmonar,B371
Candidíase da pele e das unhas,B372
Candidíase da vulva e da vagina,B373
Candidíase de outras localizações urogenitais,B374
Meningite por Candida,B375
Endocardite por Candida,B376
Septicemia por Candida,B377
Candidíase de outras localizações,B378
Candidíase não especificada,B379
Coccidioidomicose pulmonar aguda,B380
Coccidioidomicose pulmonar crônica,B381
Coccidioidomicose pulmonar não especificada,B382
Coccidioidomicose cutânea,B383
Meningite por coccidioidomicose,B384
Coccidioidomicose disseminada,B387
Outras formas de coccidioidomicose,B388
Coccidioidomicose não especificada,B389
Histoplasmose pulmonar aguda por Histoplasma capsulatum,B390
Histoplasmose pulmonar crônica por Histoplasma capsulatum,B391
Histoplasmose pulmonar não especificada por Histoplasma capsulatum,B392
Histoplasmose disseminada por Histoplasma capsulatum,B393
Histoplasmose não especificada por Histoplasma capsulatum,B394
Histoplasmose por Histoplasma duboisii,B395
Histoplasmose não especificada,B399
Blastomicose pulmonar aguda,B400
Blastomicose pulmonar crônica,B401
Blastomicose pulmonar não especificada,B402
Blastomicose cutânea,B403
Blastomicose disseminada,B407
Outras formas de blastomicose,B408
Blastomicose não especificada,B409
Paracoccidioidomicose pulmonar,B410
Paracoccidioidomicose disseminada,B417
Outras formas de paracoccidioidomicose,B418
Paracoccidioidomicose não especificada,B419
Esporotricose pulmonar,B420
Esporotricose linfocutânea,B421
Esporotricose disseminada,B427
Outras formas de esporotricose,B428
Esporotricose não especificada,B429
Cromomicose cutânea,B430
Abscesso cerebral feomicótico,B431
Abscesso e cisto feomicótico subcutâneos,B432
Outras formas de cromomicose,B438
Cromomicose não especificada,B439
Aspergilose pulmonar invasiva,B440
Outras aspergiloses pulmonares,B441
Aspergilose amigdaliana,B442
Aspergilose disseminada,B447
Outras formas de aspergilose,B448
Aspergilose não especificada,B449
Criptococose pulmonar,B450
Criptococose cerebral,B451
Criptococose cutânea,B452
Criptococose óssea,B453
Criptococose disseminada,B457
Outras formas de criptococose,B458
Criptococose não especificada,B459
Mucormicose pulmonar,B460
Mucormicose rinocerebral,B461
Mucormicose gastrointestinal,B462
Mucormicose cutânea,B463
Mucormicose disseminada,B464
Mucormicose não especificada,B465
Outras zigomicoses,B468
Zigomicose não especificada,B469
Eumicetoma,B470
Actinomicetoma,B471
Micetoma não especificado,B479
Lobomicose,B480
Rinosporidiose,B481
Alesqueriose,B482
Geotricose,B483
Penicilose,B484
Micoses oportunistas,B487
Outras micoses especificadas,B488
Micose não especificada,B49
Malária por Plasmodium falciparum com complicações cerebrais,B500
Outras formas graves e complicadas de malária por Plasmodium falciparum,B508
Malária não especificada por Plasmodium falciparum,B509
Malária por Plasmodium vivax com rotura do baço,B510
Malária por Plasmodium vivax com outras complicações,B518
Malária por Plasmodium vivax sem complicações,B519
Malária por Plasmodium malariae com nefropatia,B520
Malária por Plasmodium malariae com outras complicações,B528
Malária por Plasmodium malariae sem complicações,B529
Malária por Plasmodium ovale,B530
Malária por plasmódios de macacos,B531
Outras formas de malárias com confirmação parasitológica,B538
Malária não especificada,B54
Leishmaniose visceral,B550
Leishmaniose cutânea,B551
Leishmaniose cutâneo-mucosa,B552
Leishmaniose não especificada,B559
Tripanossomíase por Trypanosoma gambiense,B560
Tripanossomíase por Trypanosoma rhodesiense,B561
Tripanossomíase africana não especificada,B569
Forma aguda da doença de Chagas,B570
Forma aguda da doença de Chagas,B571
Doença de Chagas (crônica) com comprometimento cardíaco,B572
Doença de Chagas (crônica) com comprometimento do aparelho digestivo,B573
Doença de Chagas (crônica) com comprometimento do sistema nervoso,B574
Doença de Chagas (crônica) com comprometimento de outros órgãos,B575
Oculopatia por Toxoplasma,B580
Hepatite por Toxoplasma,B581
Meningoencefalite por Toxoplasma,B582
Toxoplasmose pulmonar,B583
Toxoplasmose com comprometimento de outros órgãos,B588
Toxoplasmose não especificada,B589
Pneumocistose,B59
Babesiose,B600
Acantamebíase,B601
Naegleríase,B602
Outras doenças especificadas devidas a protozoários,B608
Doença não especificada devida a protozoários,B64
Esquistossomose devida ao Schistosoma haematobium [esquistossomose urinária],B650
Esquistossomose devida ao Schistosoma mansoni [esquistossomose intestinal],B651
Esquistossomose devida ao Schistosoma japonicum,B652
Dermatite por cercárias,B653
Outras esquistossomoses,B658
Esquistossomose não especificada,B659
Opistorquíase,B660
Clonorquíase,B661
Dicrocelíase,B662
Fasciolíase,B663
Paragonimíase,B664
Fasciolopsíase,B665
Outras infestações por trematódeos especificados,B668
Infecção não especificada por trematódeo,B669
Infestação hepática por Echinococcus granulosus,B670
Infestação pulmonar por Echinococcus granulosus,B671
Infestação óssea por Echinococcus granulosus,B672
Infestações por Echinmococcus granulosus,B673
Infestação não especificada por Echinococcus granulosus,B674
Infestação hepática por Echinococcus multilocularis,B675
Infecções por Echinococcus multilocularis,B676
Infestação não especificada por Echinococcus multilocularis,B677
Infestação hepática não especificada,B678
Infestações por Echinococcus,B679
Infestação por Taenia solium,B680
Infestação por Taenia saginata,B681
Infestação não especificada por Taenia,B689
Cisticercose do sistema nervoso central,B690
Cisticercose do olho,B691
Cisticercose de outras localizações,B698
Cisticercose não especificada,B699
Difilobotríase,B700
Esparganose,B701
Infestação por Hymenolepis,B710
Infestação por Dipylidium,B711
Outras infestações especificadas por cestóides,B718
Infestação não especificada por cestóides,B719
Dracontíase,B72
Oncocercose,B73
Filariose por Wuchereria bancrofti,B740
Filariose por Brugia malayi,B741
Filariose por Brugia timori,B742
Loaíase,B743
Mansonelose,B744
Outras filarioses,B748
Filariose não especificada,B749
Triquinose,B75
Ancilostomose,B760
Necatoríase,B761
Outras ancilostomíases,B768
Ancilostomíase não especificada,B769
Ascaridíase com complicações intestinais,B770
Ascaridíase com outras complicações,B778
Ascaridíase não especificada,B779
Estrongiloidíase intestinal,B780
Estrongiloidíase cutânea,B781
Estrongiloidíase disseminada,B787
Estrongiloidíase não especificada,B789
Tricuríase,B79
Oxiuríase,B80
Anisaquíase,B810
Capilaríase intestinal,B811
Tricostrongilose,B812
Angiostrongilíase intestinal,B813
Helmintíases intestinais mistas,B814
Outras helmintíases intestinais especificadas,B818
Helmintíase intestinal não especificada,B820
Parasitose intestinal não especificada,B829
Larva migrans visceral,B830
Gnatostomíase,B831
Angrostrongilíase devida a Parastrongylus cantonensis,B832
Singamose,B833
Hirudiníase interna,B834
Outras helmintíases especificadas,B838
Helmintíase não especificada,B839
Pediculose devida a Pediculus humanus capitis,B850
Pediculose devida a Pediculus humanus corporis,B851
Pediculose não especificada,B852
Ftiríase,B853
Pediculose e ftiríase mista,B854
Escabiose [sarna],B86
Miíase cutânea,B870
Miíase das feridas,B871
Miíase ocular,B872
Miíase nasofaríngea,B873
Miíase auricular,B874
Miíase de outras localizações,B878
Miíase não especificada,B879
Outras acaríases,B880
Tungíase [infestação pela pulga da areia],B881
Outras infestações por artrópodos,B882
Hirudiníase externa,B883
Outras infestações especificadas,B888
Infestação não especificada,B889
Doença parasitária não especificada,B89
Seqüelas de tuberculose do sistema nervoso central,B900
Seqüelas de tuberculose geniturinária,B901
Seqüelas de tuberculose óssea e das articulações,B902
Seqüelas de tuberculose de outros órgãos,B908
Seqüelas de tuberculose das vias respiratórias e de órgãos não especificados,B909
Seqüelas de poliomielite,B91
Seqüelas de hanseníase [lepra],B92
Seqüelas de tracoma,B940
Seqüelas de encefalite viral,B941
Seqüelas de hepatite viral,B942
Seqüelas de outras doenças infecciosas e parasitárias especificadas,B948
Seqüelas de doença infecciosa ou parasitária não especificada,B949
Estreptococo do grupo A,B950
Estreptococo do grupo B,B951
Estreptococo do grupo D,B952
Streptococcus pneumoniae,B953
Outros estreptococos,B954
Estreptococo não especificado,B955
Staphylococcus aureus,B956
Outros estafilococos como causa de doenças classificadas em outros capítulos,B957
Estafilococo não especificado,B958
Mycoplasma pneumoniae [M. pneumoniae],B960
Klebsiella pneumoniae [M. pneumoniae],B961
Escherichia coli [E. Coli],B962
Haemophilus influenzae [H. influenzae],B963
Proteus (mirabilis) (morganii),B964
Pseudomonas (aeruginosa) (mallei) (pseudomallei),B965
Bacillus fragilis [B. fragilis],B966
Clostridium perfringens [C. perfringens],B967
Outros agentes bacterianos especificados,B968
Adenovírus,B970
Enterovírus,B971
Coronavírus,B972
Retrovírus,B973
Vírus sincicial respiratório,B974
Reovírus,B975
Parvovírus,B976
Papilomavírus,B977
Outros agentes virais,B978
Doenças infecciosas,B99
Neoplasia maligna do lábio superior externo,C000
Neoplasia maligna do lábio inferior externo,C001
Neoplasia maligna do lábio externo,C002
